Target Distance: 100, Step Size: 5
(x,y)=(-19.4385, 7.06942)
(x,y)=(-20.0839, 9.99918)
(x,y)=(-21.7712, 12.4797)
(x,y)=(-18.7943, 12.8505)
(x,y)=(-20.7751, 10.5974)
(x,y)=(-23.233, 8.8773)
(x,y)=(-25.7357, 10.5315)
(x,y)=(-28.1312, 8.72544)
(x,y)=(-25.1341, 8.5928)
(x,y)=(-26.7326, 6.05414)
(x,y)=(-26.3224, 9.02596)
(x,y)=(-23.9757, 10.895)
(x,y)=(-26.3871, 12.6797)
(x,y)=(-25.31, 15.4797)
(x,y)=(-23.1934, 17.6057)
(x,y)=(-26.0883, 16.8185)
(x,y)=(-23.7582, 14.9288)
(x,y)=(-20.9009, 14.0145)
(x,y)=(-22.7176, 16.4019)
(x,y)=(-21.6652, 13.5926)
(x,y)=(-19.5486, 15.7186)
(x,y)=(-19.4822, 12.7193)
(x,y)=(-19.3628, 9.72172)
(x,y)=(-19.6411, 6.73466)
(x,y)=(-22.396, 7.92244)
(x,y)=(-20.3365, 5.74101)
(x,y)=(-17.5923, 4.5289)
(x,y)=(-18.4432, 1.6521)
(x,y)=(-17.6945, 4.55719)
(x,y)=(-18.697, 1.72962)
(x,y)=(-17.6696, 4.54821)
(x,y)=(-20.6273, 5.05019)
(x,y)=(-23.5756, 5.60444)
(x,y)=(-20.5786, 5.4718)
(x,y)=(-19.5512, 8.29039)
(x,y)=(-17.6104, 10.5781)
(x,y)=(-19.6308, 8.36047)
(x,y)=(-19.1944, 11.3286)
(x,y)=(-17.2739, 9.02385)
(x,y)=(-16.3216, 6.179)
(x,y)=(-18.8244, 7.83321)
(x,y)=(-16.0104, 8.87316)
(x,y)=(-16.3415, 5.89149)
(x,y)=(-14.2438, 3.74686)
(x,y)=(-17.0485, 2.68205)
(x,y)=(-14.0527, 2.8413)
(x,y)=(-17.0058, 2.31307)
(x,y)=(-15.045, 4.58354)
(x,y)=(-13.5603, 7.19043)
(x,y)=(-12.889, 4.26651)
(x,y)=(-13.8914, 1.43893)
(x,y)=(-11.8709, -0.778609)
(x,y)=(-12.5681, 2.13926)
(x,y)=(-10.0951, 3.83758)
(x,y)=(-11.8905, 1.43413)
(x,y)=(-13.8913, 3.66947)
(x,y)=(-15.7499, 6.02435)
(x,y)=(-15.8162, 3.02508)
(x,y)=(-18.7739, 3.52706)
(x,y)=(-20.6943, 1.2223)
(x,y)=(-18.9634, 3.67258)
(x,y)=(-19.0828, 0.674953)
(x,y)=(-21.8376, 1.86273)
(x,y)=(-23.9163, 4.02584)
(x,y)=(-21.0757, 3.06106)
(x,y)=(-21.1951, 0.0634355)
(x,y)=(-22.3462, -2.70694)
(x,y)=(-19.4081, -2.10049)
(x,y)=(-19.8708, -5.0646)
(x,y)=(-22.1498, -3.11374)
(x,y)=(-19.164, -3.40528)
(x,y)=(-17.0101, -1.31704)
(x,y)=(-16.5474, -4.28114)
(x,y)=(-13.5503, -4.41377)
(x,y)=(-16.25, -3.10536)
(x,y)=(-18.4585, -5.13568)
(x,y)=(-17.8911, -8.08153)
(x,y)=(-18.4584, -11.0274)
(x,y)=(-15.4702, -10.7622)
(x,y)=(-16.9317, -13.3821)
(x,y)=(-19.1402, -15.4125)
(x,y)=(-17.2608, -17.7508)
(x,y)=(-17.4068, -14.7544)
(x,y)=(-15.8763, -12.1741)
(x,y)=(-14.6279, -9.44622)
(x,y)=(-17.59, -9.92209)
(x,y)=(-20.439, -8.98249)
(x,y)=(-21.9923, -11.549)
(x,y)=(-20.0924, -9.22738)
(x,y)=(-20.2384, -6.23093)
(x,y)=(-23.0335, -5.14142)
(x,y)=(-20.9358, -7.28604)
(x,y)=(-22.4664, -4.70588)
(x,y)=(-19.5087, -4.20382)
(x,y)=(-17.8434, -6.69914)
(x,y)=(-15.1673, -5.34306)
(x,y)=(-12.6501, -6.97505)
(x,y)=(-13.1651, -9.9305)
(x,y)=(-10.5388, -8.48055)
(x,y)=(-13.2384, -7.17214)
(x,y)=(-14.9258, -4.69165)
(x,y)=(-13.1092, -2.30418)
(x,y)=(-11.2093, 0.0174928)
(x,y)=(-9.96075, -2.71036)
(x,y)=(-7.92074, -0.510729)
(x,y)=(-5.03295, 0.302075)
(x,y)=(-2.50139, -1.30764)
(x,y)=(-4.54146, 0.891927)
(x,y)=(-7.52456, 1.20989)
(x,y)=(-5.85922, -1.28543)
(x,y)=(-4.93224, 1.56776)
(x,y)=(-7.84702, 2.27774)
(x,y)=(-5.56801, 4.22867)
(x,y)=(-2.71898, 5.16836)
(x,y)=(0.224356, 4.58803)
(x,y)=(-2.77518, 4.64104)
(x,y)=(-0.814176, 2.3707)
(x,y)=(1.54897, 0.522574)
(x,y)=(4.54709, 0.628769)
(x,y)=(5.2184, -2.29516)
(x,y)=(6.2458, 0.523434)
(x,y)=(9.19414, 1.07778)
(x,y)=(10.0959, -1.78348)
(x,y)=(8.34336, -4.21834)
(x,y)=(6.48473, -1.86346)
(x,y)=(5.2604, 0.875342)
(x,y)=(3.84552, -1.77005)
(x,y)=(5.16595, -4.46384)
(x,y)=(7.97065, -5.52857)
(x,y)=(10.6346, -6.9082)
(x,y)=(7.661, -7.30534)
(x,y)=(7.48859, -10.3004)
(x,y)=(5.09315, -12.1065)
(x,y)=(6.62368, -9.52625)
(x,y)=(3.66167, -10.0021)
(x,y)=(6.53467, -10.8657)
(x,y)=(3.66942, -9.97672)
(x,y)=(4.495, -12.8609)
(x,y)=(7.40338, -13.5966)
(x,y)=(10.3733, -13.1732)
(x,y)=(11.0447, -16.0971)
(x,y)=(8.3686, -14.7411)
(x,y)=(8.06375, -11.7567)
(x,y)=(5.62116, -10.0149)
(x,y)=(2.63289, -9.74979)
(x,y)=(0.88034, -12.1846)
(x,y)=(3.30742, -13.948)
(x,y)=(5.10288, -16.3514)
(x,y)=(2.22239, -17.1897)
(x,y)=(-0.188991, -15.405)
(x,y)=(-1.80997, -12.8806)
(x,y)=(-3.81079, -10.6453)
(x,y)=(-6.31351, -8.99106)
(x,y)=(-6.82857, -11.9465)
(x,y)=(-9.4802, -10.5434)
(x,y)=(-10.7045, -7.80456)
(x,y)=(-12.2351, -5.2244)
(x,y)=(-13.4595, -2.4856)
(x,y)=(-10.5018, -1.98354)
(x,y)=(-12.6184, 0.142442)
(x,y)=(-11.6411, 2.97878)
(x,y)=(-14.4731, 3.96866)
(x,y)=(-14.857, 0.993328)
(x,y)=(-17.7717, 1.70331)
(x,y)=(-14.9145, 0.788966)
(x,y)=(-17.905, 0.55023)
(x,y)=(-18.4984, 3.49095)
(x,y)=(-17.2742, 6.22978)
(x,y)=(-20.2403, 6.67933)
(x,y)=(-18.6643, 9.23204)
(x,y)=(-15.7066, 9.7341)
(x,y)=(-13.1197, 8.21501)
(x,y)=(-15.531, 9.99973)
(x,y)=(-18.1701, 8.57308)
(x,y)=(-19.021, 5.69628)
(x,y)=(-20.5286, 3.10263)
(x,y)=(-22.3873, 5.45752)
(x,y)=(-20.1256, 7.42848)
(x,y)=(-20.7449, 4.49311)
(x,y)=(-20.7052, 7.49284)
(x,y)=(-21.6826, 10.3291)
(x,y)=(-24.6259, 9.74873)
(x,y)=(-27.6217, 9.90789)
(x,y)=(-29.06, 12.5406)
(x,y)=(-31.3218, 14.5115)
(x,y)=(-30.6765, 17.4413)
(x,y)=(-33.3029, 18.8912)
(x,y)=(-31.3824, 16.5864)
(x,y)=(-29.3618, 14.3689)
(x,y)=(-30.0847, 11.4573)
(x,y)=(-33.0772, 11.6695)
(x,y)=(-35.7163, 10.2428)
(x,y)=(-38.5303, 11.2827)
(x,y)=(-36.0724, 9.56261)
(x,y)=(-35.2214, 6.68583)
(x,y)=(-38.1914, 7.10919)
(x,y)=(-35.4802, 5.82473)
(x,y)=(-37.8433, 3.97654)
(x,y)=(-40.0875, 1.98563)
(x,y)=(-37.3764, 0.701168)
(x,y)=(-39.0416, -1.79421)
(x,y)=(-40.8158, 0.624995)
(x,y)=(-38.4364, 2.4522)
(x,y)=(-38.5824, 5.44864)
(x,y)=(-40.9291, 7.31761)
(x,y)=(-42.7245, 4.91415)
(x,y)=(-42.7377, 1.91418)
(x,y)=(-40.2204, 0.282194)
(x,y)=(-41.6587, 2.91492)
(x,y)=(-41.9899, -0.066746)
(x,y)=(-42.4264, 2.90133)
(x,y)=(-40.2358, 4.95111)
(x,y)=(-39.2334, 2.12357)
(x,y)=(-41.885, 3.52673)
(x,y)=(-41.2916, 6.46746)
(x,y)=(-43.171, 4.12906)
(x,y)=(-45.4671, 2.19838)
(x,y)=(-46.4696, -0.629192)
(x,y)=(-43.5164, -1.15733)
(x,y)=(-46.4995, -0.839368)
(x,y)=(-46.9885, 2.12052)
(x,y)=(-49.8457, 1.20608)
(x,y)=(-48.6945, -1.56426)
(x,y)=(-45.8455, -0.624571)
(x,y)=(-48.6686, -1.63957)
(x,y)=(-48.4167, 1.34984)
(x,y)=(-49.5924, 4.10988)
(x,y)=(-47.0751, 2.47789)
(x,y)=(-50.0656, 2.23916)
The .Test: After 437 steps, the subject has the following locations:
(x,y)=(-50.0656, 2.23916)
 or
(m,a) = (50.1156, 3.0969)
Average outward distance per step = 0.114681
(x,y)=(2.20864, -2.03025)
(x,y)=(5.20852, -2.05671)
(x,y)=(7.72579, -3.6887)
(x,y)=(8.136, -0.716878)
(x,y)=(9.55095, -3.36223)
(x,y)=(6.63003, -4.04648)
(x,y)=(5.50342, -1.26606)
(x,y)=(3.25924, -3.25696)
(x,y)=(6.00347, -4.46907)
(x,y)=(3.00535, -4.36297)
(x,y)=(1.08491, -6.66773)
(x,y)=(-0.163526, -3.93984)
(x,y)=(-1.95891, -6.34329)
(x,y)=(-2.70761, -3.43822)
(x,y)=(-4.98668, -1.48736)
(x,y)=(-2.37324, -2.96043)
(x,y)=(-4.91895, -1.37318)
(x,y)=(-7.65234, -0.136822)
(x,y)=(-10.5607, -0.872666)
(x,y)=(-13.161, 0.623474)
(x,y)=(-11.9367, 3.36231)
(x,y)=(-8.99341, 2.78198)
(x,y)=(-11.834, 1.81711)
(x,y)=(-11.9003, -1.18216)
(x,y)=(-14.1268, 0.828464)
(x,y)=(-14.1931, -2.1708)
(x,y)=(-12.3137, -4.50915)
(x,y)=(-11.5651, -1.60405)
(x,y)=(-12.4668, -4.46534)
(x,y)=(-9.60952, -5.37968)
(x,y)=(-7.12154, -7.05597)
(x,y)=(-4.74219, -5.22877)
(x,y)=(-7.66908, -4.5705)
(x,y)=(-6.25412, -7.21585)
(x,y)=(-5.20173, -10.0252)
(x,y)=(-5.34772, -7.02876)
(x,y)=(-3.63847, -9.49421)
(x,y)=(-6.0339, -11.3003)
(x,y)=(-8.78875, -10.1125)
(x,y)=(-7.16784, -7.58809)
(x,y)=(-4.23524, -8.22044)
(x,y)=(-3.43531, -5.32905)
(x,y)=(-6.38844, -5.85728)
(x,y)=(-4.1798, -7.88753)
(x,y)=(-4.53743, -4.90892)
(x,y)=(-6.86743, -6.79865)
(x,y)=(-3.89383, -7.19571)
(x,y)=(-5.02044, -4.41529)
(x,y)=(-7.91531, -5.2025)
(x,y)=(-4.96217, -5.73064)
(x,y)=(-5.73647, -8.62899)
(x,y)=(-8.1635, -10.3924)
(x,y)=(-9.50772, -7.71039)
(x,y)=(-11.9032, -9.51646)
(x,y)=(-12.5225, -12.4518)
(x,y)=(-9.69056, -11.4619)
(x,y)=(-6.6935, -11.5945)
(x,y)=(-3.75543, -10.988)
(x,y)=(-6.73559, -11.3325)
(x,y)=(-6.16821, -14.2783)
(x,y)=(-4.2888, -16.6167)
(x,y)=(-1.68855, -15.1205)
(x,y)=(0.975403, -16.5001)
(x,y)=(0.0232027, -19.345)
(x,y)=(2.9181, -20.1321)
(x,y)=(0.218461, -18.8237)
(x,y)=(-2.56692, -19.938)
(x,y)=(-5.11263, -18.3507)
(x,y)=(-4.96673, -15.3543)
(x,y)=(-7.52634, -16.919)
(x,y)=(-7.08993, -13.9509)
(x,y)=(-4.61694, -12.2526)
(x,y)=(-1.85168, -13.4159)
(x,y)=(-4.78977, -12.8096)
(x,y)=(-2.99431, -15.213)
(x,y)=(-0.47705, -16.845)
(x,y)=(-2.53644, -19.0265)
(x,y)=(-0.636486, -16.7048)
(x,y)=(-0.437566, -13.7114)
(x,y)=(-1.46505, -10.8928)
(x,y)=(-2.68938, -8.15404)
(x,y)=(-4.19701, -10.7477)
(x,y)=(-7.02899, -9.75781)
(x,y)=(-4.04074, -9.49261)
(x,y)=(-5.92007, -11.831)
(x,y)=(-4.67155, -14.5589)
(x,y)=(-4.28757, -17.5342)
(x,y)=(-5.46322, -14.7741)
(x,y)=(-5.9522, -11.8143)
(x,y)=(-5.46331, -8.85437)
(x,y)=(-8.4632, -8.88092)
(x,y)=(-11.4557, -8.66875)
(x,y)=(-13.8351, -6.84162)
(x,y)=(-13.8749, -3.84189)
(x,y)=(-11.417, -5.56196)
(x,y)=(-13.4764, -7.74345)
(x,y)=(-16.1155, -9.1701)
(x,y)=(-16.9664, -12.0469)
(x,y)=(-17.9939, -9.22834)
(x,y)=(-17.1939, -6.33695)
(x,y)=(-14.2239, -6.76022)
(x,y)=(-14.1045, -9.75784)
(x,y)=(-13.3815, -12.6694)
(x,y)=(-12.2303, -15.4398)
(x,y)=(-15.0157, -16.5541)
(x,y)=(-15.1617, -13.5576)
(x,y)=(-18.1278, -13.1081)
(x,y)=(-15.8661, -11.1371)
(x,y)=(-15.351, -14.0926)
(x,y)=(-14.7056, -11.1628)
(x,y)=(-17.428, -9.90236)
(x,y)=(-19.0041, -7.3497)
(x,y)=(-21.9367, -7.98213)
(x,y)=(-24.67, -6.74577)
(x,y)=(-23.8191, -9.62255)
(x,y)=(-22.5948, -6.88371)
(x,y)=(-22.0536, -3.93293)
(x,y)=(-22.4639, -0.961122)
(x,y)=(-20.3285, -3.06828)
(x,y)=(-21.6727, -0.386291)
(x,y)=(-18.771, 0.375266)
(x,y)=(-20.8111, 2.57484)
(x,y)=(-17.8111, 2.57484)
(x,y)=(-15.2795, 0.965119)
(x,y)=(-14.3525, 3.81831)
(x,y)=(-12.4526, 6.13998)
(x,y)=(-11.1084, 8.82201)
(x,y)=(-9.93287, 11.5821)
(x,y)=(-7.06765, 12.4712)
(x,y)=(-4.0734, 12.2855)
(x,y)=(-1.07633, 12.1529)
(x,y)=(-0.930432, 15.1493)
(x,y)=(1.76917, 16.4578)
(x,y)=(0.593513, 19.2179)
(x,y)=(3.44255, 20.1576)
(x,y)=(4.95026, 17.564)
(x,y)=(5.59557, 20.4937)
(x,y)=(3.51689, 22.6568)
(x,y)=(4.56928, 19.8475)
(x,y)=(2.60835, 17.5771)
(x,y)=(5.47357, 18.4662)
(x,y)=(2.49047, 18.7841)
(x,y)=(5.05013, 17.2195)
(x,y)=(2.07312, 17.5902)
(x,y)=(3.41726, 20.2722)
(x,y)=(3.80124, 17.2969)
(x,y)=(5.02549, 20.0358)
(x,y)=(6.34592, 17.342)
(x,y)=(4.32546, 15.1244)
(x,y)=(5.40259, 17.9243)
(x,y)=(5.36276, 20.9241)
(x,y)=(3.17218, 22.9738)
(x,y)=(3.29164, 19.9762)
(x,y)=(0.496477, 21.0657)
(x,y)=(2.77548, 23.0166)
(x,y)=(0.916849, 25.3715)
(x,y)=(0.63852, 22.3844)
(x,y)=(0.996061, 25.3631)
(x,y)=(3.03606, 27.5627)
(x,y)=(1.86041, 30.3227)
(x,y)=(4.40607, 31.9101)
(x,y)=(6.68508, 33.861)
(x,y)=(8.64594, 36.1314)
(x,y)=(9.29126, 39.0612)
(x,y)=(7.10067, 41.1109)
(x,y)=(4.48728, 39.6378)
(x,y)=(1.92766, 38.0731)
(x,y)=(0.679222, 40.801)
(x,y)=(1.3763, 43.7189)
(x,y)=(-0.131334, 41.1252)
(x,y)=(-0.14452, 38.1252)
(x,y)=(2.50707, 39.5285)
(x,y)=(4.01478, 36.9349)
(x,y)=(3.73645, 33.9478)
(x,y)=(5.22107, 36.5547)
(x,y)=(5.91815, 39.4726)
(x,y)=(3.03033, 40.2853)
(x,y)=(1.27778, 37.8504)
(x,y)=(3.0304, 35.4156)
(x,y)=(3.44061, 38.3874)
(x,y)=(4.85557, 35.7421)
(x,y)=(7.77033, 36.4522)
(x,y)=(9.18528, 33.8068)
(x,y)=(10.8945, 31.3414)
(x,y)=(7.97976, 32.0513)
(x,y)=(5.02205, 32.5533)
(x,y)=(2.06003, 32.0774)
(x,y)=(0.307481, 29.6426)
(x,y)=(0.822633, 26.6871)
(x,y)=(3.62733, 25.6224)
(x,y)=(6.62686, 25.6755)
(x,y)=(7.37548, 28.5806)
(x,y)=(6.24887, 31.361)
(x,y)=(5.47457, 28.4627)
(x,y)=(2.59408, 27.6244)
(x,y)=(-0.171137, 26.4609)
(x,y)=(1.38225, 23.8944)
(x,y)=(-1.58773, 24.3178)
(x,y)=(1.37839, 24.7674)
(x,y)=(2.52957, 21.9971)
(x,y)=(5.03224, 23.6513)
(x,y)=(7.85534, 22.6364)
(x,y)=(9.05538, 19.8869)
(x,y)=(6.56745, 18.2105)
(x,y)=(7.49444, 21.0637)
(x,y)=(10.3517, 20.1494)
(x,y)=(7.49446, 19.2349)
(x,y)=(8.47181, 22.0713)
(x,y)=(11.3596, 22.8841)
(x,y)=(13.4382, 25.0473)
(x,y)=(16.3592, 24.3631)
(x,y)=(18.3401, 22.1101)
(x,y)=(15.6177, 23.3706)
(x,y)=(18.4668, 24.3102)
(x,y)=(19.7632, 27.0157)
(x,y)=(20.9144, 24.2453)
(x,y)=(18.4414, 25.9436)
(x,y)=(20.4814, 28.1432)
(x,y)=(17.8423, 26.7165)
(x,y)=(19.68, 24.3453)
(x,y)=(20.0902, 27.3171)
(x,y)=(17.7602, 25.4274)
(x,y)=(15.6063, 27.5156)
(x,y)=(17.868, 29.4865)
(x,y)=(17.2226, 32.4163)
(x,y)=(14.3348, 33.229)
(x,y)=(16.579, 31.2382)
(x,y)=(17.3276, 34.1432)
(x,y)=(14.4398, 34.956)
(x,y)=(13.072, 32.2859)
(x,y)=(14.3684, 34.9913)
(x,y)=(12.1419, 37.002)
(x,y)=(9.15141, 36.7632)
(x,y)=(10.8607, 34.2978)
(x,y)=(8.27375, 32.7786)
(x,y)=(6.21435, 30.5971)
(x,y)=(3.33387, 29.7588)
(x,y)=(1.71304, 27.2343)
(x,y)=(-0.713992, 25.4709)
(x,y)=(-3.67601, 24.9951)
(x,y)=(-6.44123, 23.8316)
(x,y)=(-6.48106, 26.8314)
(x,y)=(-8.55975, 28.9945)
(x,y)=(-8.09699, 26.0304)
(x,y)=(-10.8922, 27.1199)
(x,y)=(-13.6574, 25.9565)
(x,y)=(-15.5982, 28.2441)
(x,y)=(-18.1716, 29.786)
(x,y)=(-16.3976, 32.2053)
(x,y)=(-13.4399, 32.7073)
(x,y)=(-14.6642, 35.4461)
(x,y)=(-13.3201, 38.1282)
(x,y)=(-15.2405, 35.8234)
(x,y)=(-13.2796, 38.0939)
(x,y)=(-12.7645, 35.1384)
(x,y)=(-15.3514, 33.6193)
(x,y)=(-15.9448, 36.56)
(x,y)=(-18.2581, 38.4702)
(x,y)=(-21.2281, 38.8936)
(x,y)=(-23.189, 36.6232)
(x,y)=(-22.805, 33.6478)
(x,y)=(-22.5531, 36.6372)
(x,y)=(-20.4365, 38.7633)
(x,y)=(-23.3383, 39.5247)
(x,y)=(-21.9942, 42.2068)
(x,y)=(-19.2946, 43.5153)
(x,y)=(-18.9633, 40.5336)
(x,y)=(-21.7075, 39.3214)
(x,y)=(-22.4304, 36.4098)
(x,y)=(-20.6777, 33.975)
(x,y)=(-18.8192, 36.3299)
(x,y)=(-21.1492, 34.4402)
(x,y)=(-21.8721, 31.5286)
(x,y)=(-24.8457, 31.1315)
(x,y)=(-21.8552, 30.8928)
(x,y)=(-20.8278, 33.7114)
(x,y)=(-22.9065, 35.8745)
(x,y)=(-22.787, 32.8769)
(x,y)=(-20.9493, 30.5057)
(x,y)=(-23.7539, 29.4408)
(x,y)=(-26.3409, 27.9217)
(x,y)=(-23.6529, 26.5894)
(x,y)=(-25.3403, 29.0699)
(x,y)=(-27.7829, 30.8117)
(x,y)=(-29.6205, 28.4404)
(x,y)=(-27.2904, 26.5507)
(x,y)=(-29.6699, 28.3778)
(x,y)=(-27.6691, 30.6132)
(x,y)=(-24.7422, 31.2716)
(x,y)=(-22.0783, 29.892)
(x,y)=(-24.7422, 28.5122)
(x,y)=(-22.2843, 26.7922)
(x,y)=(-20.6189, 24.2968)
(x,y)=(-23.0768, 22.5767)
(x,y)=(-21.9749, 19.7864)
(x,y)=(-20.0954, 17.4481)
(x,y)=(-22.1548, 15.2666)
(x,y)=(-24.7145, 13.7019)
(x,y)=(-27.4693, 14.8896)
(x,y)=(-28.7658, 17.595)
(x,y)=(-28.5933, 14.6)
(x,y)=(-26.5147, 16.7631)
(x,y)=(-29.3287, 17.803)
(x,y)=(-30.0259, 20.7209)
(x,y)=(-32.9276, 21.4823)
(x,y)=(-35.2907, 19.6341)
(x,y)=(-33.5167, 22.0534)
(x,y)=(-32.3902, 24.8339)
(x,y)=(-31.98, 27.8057)
(x,y)=(-30.7799, 25.0561)
(x,y)=(-33.6817, 25.8176)
(x,y)=(-35.7794, 23.6729)
(x,y)=(-36.0577, 20.6859)
(x,y)=(-33.8134, 18.695)
(x,y)=(-31.1255, 17.3628)
(x,y)=(-31.3509, 14.3713)
(x,y)=(-32.502, 11.6009)
(x,y)=(-35.2016, 12.9093)
(x,y)=(-35.1619, 15.909)
(x,y)=(-36.7827, 13.3846)
(x,y)=(-36.8757, 16.3831)
(x,y)=(-35.8233, 13.5738)
(x,y)=(-37.1436, 10.88)
(x,y)=(-39.9667, 9.86495)
(x,y)=(-42.3134, 11.7339)
(x,y)=(-40.8751, 14.3667)
(x,y)=(-43.7324, 13.4523)
(x,y)=(-46.6472, 14.1622)
(x,y)=(-43.852, 15.2518)
(x,y)=(-46.8425, 15.0131)
(x,y)=(-43.8655, 15.3839)
(x,y)=(-44.1967, 12.4022)
(x,y)=(-43.6033, 15.343)
(x,y)=(-40.6502, 14.8148)
(x,y)=(-43.1529, 16.469)
(x,y)=(-40.9805, 14.4)
(x,y)=(-43.3272, 16.269)
(x,y)=(-41.9358, 18.9268)
(x,y)=(-39.1127, 17.9119)
(x,y)=(-41.8981, 16.7976)
(x,y)=(-40.3676, 19.3778)
(x,y)=(-41.64, 16.661)
(x,y)=(-44.3039, 15.2813)
(x,y)=(-41.3238, 14.937)
(x,y)=(-43.7664, 16.6787)
(x,y)=(-42.6152, 13.9084)
(x,y)=(-42.655, 16.9081)
(x,y)=(-42.7744, 13.9105)
(x,y)=(-41.0871, 16.391)
(x,y)=(-38.6446, 18.1329)
(x,y)=(-37.0912, 15.5663)
(x,y)=(-35.6529, 18.1991)
(x,y)=(-37.9829, 16.3094)
(x,y)=(-35.3695, 14.8363)
(x,y)=(-32.5043, 15.7254)
(x,y)=(-30.9966, 13.1318)
(x,y)=(-28.1919, 12.0671)
(x,y)=(-30.3458, 14.1553)
(x,y)=(-33.2727, 14.8135)
(x,y)=(-34.0214, 17.7186)
(x,y)=(-34.1408, 14.721)
(x,y)=(-36.5986, 13.0008)
(x,y)=(-39.547, 13.5551)
(x,y)=(-42.4739, 14.2134)
(x,y)=(-44.0045, 16.7935)
(x,y)=(-43.9648, 19.7933)
(x,y)=(-42.0854, 17.4549)
(x,y)=(-39.7722, 19.3652)
(x,y)=(-37.3608, 21.15)
(x,y)=(-38.9369, 23.7027)
(x,y)=(-37.2715, 21.2073)
(x,y)=(-35.1738, 19.0627)
(x,y)=(-37.2525, 21.2258)
(x,y)=(-39.9859, 22.4622)
(x,y)=(-41.6069, 24.9866)
(x,y)=(-44.1803, 26.5285)
The .Test: After 376 steps, the subject has the following locations:
(x,y)=(-44.1803, 26.5285)
 or
(m,a) = (51.5331, 2.60083)
Average outward distance per step = 0.137056
(x,y)=(2.873, -0.863623)
(x,y)=(5.37567, 0.790657)
(x,y)=(5.54818, -2.20438)
(x,y)=(4.0867, -4.82432)
(x,y)=(6.43333, -2.95528)
(x,y)=(4.63795, -5.35874)
(x,y)=(5.66535, -2.54015)
(x,y)=(7.58586, -4.84485)
(x,y)=(10.5292, -5.42518)
(x,y)=(11.8733, -2.74315)
(x,y)=(11.5157, 0.235454)
(x,y)=(13.6511, -1.87171)
(x,y)=(16.4365, -2.98592)
(x,y)=(18.1458, -5.45137)
(x,y)=(17.7619, -8.42671)
(x,y)=(14.867, -9.21392)
(x,y)=(11.8787, -8.94881)
(x,y)=(10.7521, -6.16839)
(x,y)=(12.8116, -8.34982)
(x,y)=(9.89064, -9.03406)
(x,y)=(12.799, -9.76982)
(x,y)=(13.8762, -6.96986)
(x,y)=(11.0442, -5.97997)
(x,y)=(8.52696, -7.61203)
(x,y)=(9.8711, -4.93)
(x,y)=(8.67114, -7.67957)
(x,y)=(7.54453, -4.89915)
(x,y)=(10.5435, -4.97871)
(x,y)=(12.2961, -7.41352)
(x,y)=(11.0477, -4.68563)
(x,y)=(8.11508, -5.31806)
(x,y)=(8.36696, -2.32865)
(x,y)=(5.92436, -0.586892)
(x,y)=(5.27896, 2.34286)
(x,y)=(7.31896, 4.54249)
(x,y)=(10.2139, 3.75537)
(x,y)=(11.5343, 1.06159)
(x,y)=(14.3662, 2.05156)
(x,y)=(17.254, 2.86436)
(x,y)=(14.3271, 3.52264)
(x,y)=(11.9001, 1.75925)
(x,y)=(10.8977, -1.06832)
(x,y)=(9.06006, -3.43962)
(x,y)=(6.12748, -4.07205)
(x,y)=(3.81424, -2.16184)
(x,y)=(5.29886, 0.44506)
(x,y)=(7.99846, 1.75355)
(x,y)=(9.00095, -1.07399)
(x,y)=(11.5325, -2.68371)
(x,y)=(8.57939, -3.21194)
(x,y)=(9.09454, -6.16737)
(x,y)=(11.8057, -7.45184)
(x,y)=(9.76558, -5.25227)
(x,y)=(8.54125, -2.51347)
(x,y)=(9.21257, -5.4374)
(x,y)=(8.43826, -8.33575)
(x,y)=(11.4184, -8.6801)
(x,y)=(12.6185, -11.4296)
(x,y)=(15.5618, -12.01)
(x,y)=(16.2331, -14.9339)
(x,y)=(13.5335, -13.6255)
(x,y)=(16.2446, -14.9099)
(x,y)=(16.0456, -11.9166)
(x,y)=(15.4002, -8.9868)
(x,y)=(15.3073, -5.98824)
(x,y)=(16.2595, -8.83308)
(x,y)=(13.2975, -9.30895)
(x,y)=(15.9855, -10.6412)
(x,y)=(14.7855, -13.3908)
(x,y)=(11.7856, -13.4173)
(x,y)=(10.9601, -16.3015)
(x,y)=(11.106, -13.3051)
(x,y)=(8.32066, -14.4194)
(x,y)=(11.2827, -14.8951)
(x,y)=(13.2636, -17.1481)
(x,y)=(16.2541, -17.3868)
(x,y)=(16.743, -14.4269)
(x,y)=(16.3591, -17.4022)
(x,y)=(19.2469, -16.5894)
(x,y)=(21.7496, -14.9351)
(x,y)=(21.6567, -11.9365)
(x,y)=(21.6699, -14.9365)
(x,y)=(19.1969, -13.2383)
(x,y)=(16.9178, -11.2874)
(x,y)=(18.0444, -8.50695)
(x,y)=(19.5749, -5.92674)
(x,y)=(16.8753, -4.61833)
(x,y)=(13.9132, -5.0942)
(x,y)=(13.4767, -2.12612)
(x,y)=(16.4251, -1.57178)
(x,y)=(18.001, 0.980934)
(x,y)=(16.7286, -1.73584)
(x,y)=(16.2659, -4.69995)
(x,y)=(18.8116, -3.11262)
(x,y)=(17.1906, -0.588259)
(x,y)=(16.4677, -3.49987)
(x,y)=(15.9264, -0.549102)
(x,y)=(12.9382, -0.283996)
(x,y)=(10.8981, 1.91558)
(x,y)=(10.383, -1.03988)
(x,y)=(7.85153, -2.64967)
(x,y)=(6.97511, 0.219454)
(x,y)=(9.6267, 1.62269)
